2.744124 -0.250843 7.577968 
2.773121 -0.395456 7.788713 
2.863260 -0.212116 7.690100 
2.863260 -0.212116 7.690100 
2.951446 -0.025106 7.560478 
2.847959 -0.018843 7.437335 
2.744124 -0.250843 7.577968 
2.863260 -0.212116 7.690100 
2.847959 -0.018843 7.437335 
2.572915 -0.316857 4.621832 
2.610596 -0.501041 4.784279 
2.528605 -0.443939 4.898375 
3.037818 -0.832535 4.741464 
3.183896 -1.158669 5.092589 
2.984664 -1.021244 5.029712 
4.460275 3.969507 -4.780611 
4.471779 4.102955 -4.991304 
4.458259 3.979988 -5.135949 
3.042415 -2.474971 7.629032 
3.221157 -2.513208 7.365890 
3.276721 -2.804576 7.888175 
4.444117 4.762923 -6.027815 
4.518413 5.009851 -6.044853 
4.493324 5.009512 -6.384526 
4.470655 4.142308 -6.095569 
4.493779 4.209016 -6.323479 
4.532061 4.077052 -6.289917 
4.640578 5.133524 -5.781891 
4.518413 5.009851 -6.044853 
4.550667 4.939389 -5.717953 
6.788936 -2.482370 11.401333 
7.000601 -2.719933 11.502911 
6.919525 -2.559732 11.244341 
6.672113 -1.588619 8.222707 
6.747327 -1.673491 8.639931 
6.842614 -1.941429 8.682686 
3.407641 -0.341084 8.233636 
3.753879 -0.586434 8.752248 
3.762072 -0.397772 8.482754 
4.861000 1.501461 -0.027361 
5.056672 1.459619 -0.032918 
4.788787 1.231152 0.805847 
4.915880 3.163783 -5.319539 
4.802328 3.163896 -5.142419 
4.864358 3.292889 -5.537332 
4.509897 4.318039 -5.031138 
4.471779 4.102955 -4.991304 
4.506292 4.184592 -4.757327 
2.597198 -1.494661 8.132434 
2.549254 -1.246842 7.995673 
2.512342 -1.333341 7.892035 
2.757282 -1.991009 8.378201 
2.756635 -2.125074 8.189891 
2.882040 -2.321083 8.552598 
2.489320 -1.549121 7.255661 
2.435754 -1.383263 7.273967 
2.440315 -1.351759 7.060700 
2.756635 -2.125074 8.189891 
2.757282 -1.991009 8.378201 
2.645473 -1.871822 8.074588 
6.231507 1.488363 0.872644 
6.023718 1.351954 1.005282 
6.141291 1.490391 0.468364 
5.974056 1.803101 -1.677805 
6.159204 1.811158 -1.471803 
5.979357 1.720420 -1.199126 
3.947171 0.297036 3.242542 
4.295059 0.384170 3.162507 
4.150004 0.242711 3.345268 
6.232942 -2.434426 7.452065 
6.239977 -2.734753 7.673616 
5.879345 -1.967485 6.788644 
2.882040 -2.321083 8.552598 
2.756635 -2.125074 8.189891 
2.884565 -2.382784 8.383062 
3.899152 -1.372819 9.948946 
4.069152 -1.564216 10.333406 
4.247588 -1.478258 10.373408 
6.978049 -2.692543 8.831835 
6.989453 -2.949590 8.921232 
6.708676 -2.350973 8.147490 
6.989453 -2.949590 8.921232 
6.978049 -2.692543 8.831835 
7.075606 -2.937671 9.112876 
7.160596 -2.578929 9.697886 
7.175845 -2.648005 10.230539 
7.259615 -2.846294 10.097317 
7.075606 -2.937671 9.112876 
6.978049 -2.692543 8.831835 
7.103114 -2.839553 9.175155 
2.882040 -2.321083 8.552598 
3.009093 -2.645372 8.689219 
3.027406 -2.658427 8.890610 
2.884226 -2.196095 8.705086 
3.027406 -2.658427 8.890610 
3.057704 -2.678258 9.107318 
2.884226 -2.196095 8.705086 
2.882040 -2.321083 8.552598 
3.027406 -2.658427 8.890610 
3.004382 -2.397206 9.067344 
3.057704 -2.678258 9.107318 
3.097704 -2.700230 9.341624 
3.762072 -0.397772 8.482754 
3.753879 -0.586434 8.752248 
3.953755 -0.493786 8.711041 
2.893607 -1.141755 5.302256 
2.696902 -0.984913 5.334512 
2.770240 -0.862409 5.028753 
5.121028 -3.280879 7.613038 
4.745768 -2.915450 7.166489 
5.158198 -3.093846 7.407934 
6.687496 -2.697077 8.250414 
6.782880 -2.662630 8.405657 
6.890563 -2.989934 8.758367 
6.760347 -3.047719 8.578914 
6.687496 -2.697077 8.250414 
6.890563 -2.989934 8.758367 
6.546109 -2.692942 8.015383 
6.687496 -2.697077 8.250414 
6.760347 -3.047719 8.578914 
4.880357 1.803830 -0.972941 
4.912909 1.670927 -0.589059 
4.640917 1.790196 -0.640039 
6.546109 -2.692942 8.015383 
6.553321 -3.070162 8.304286 
6.419989 -2.827144 7.944805 
6.782880 -2.662630 8.405657 
6.989453 -2.949590 8.921232 
6.890563 -2.989934 8.758367 
6.890563 -2.989934 8.758367 
6.989453 -2.949590 8.921232 
7.037897 -3.260483 9.169834 
3.027406 -2.658427 8.890610 
3.009093 -2.645372 8.689219 
3.127516 -2.934616 8.985014 
7.285507 -3.252944 9.824621 
7.378217 -3.381017 10.282378 
7.387367 -3.656632 10.358330 
6.989453 -2.949590 8.921232 
7.075606 -2.937671 9.112876 
7.146376 -3.204457 9.376779 
6.989453 -2.949590 8.921232 
7.146376 -3.204457 9.376779 
7.037897 -3.260483 9.169834 
3.027406 -2.658427 8.890610 
3.127516 -2.934616 8.985014 
3.188638 -3.087447 9.311739 
3.057704 -2.678258 9.107318 
3.188638 -3.087447 9.311739 
3.185170 -3.047046 9.459506 
3.057704 -2.678258 9.107318 
3.027406 -2.658427 8.890610 
3.188638 -3.087447 9.311739 
3.057704 -2.678258 9.107318 
3.185170 -3.047046 9.459506 
3.097704 -2.700230 9.341624 
7.285507 -3.252944 9.824621 
7.387367 -3.656632 10.358330 
7.254644 -3.330722 9.733005 
3.097430 -2.546535 9.399431 
3.097704 -2.700230 9.341624 
3.211938 -2.885951 9.769509 
3.097704 -2.700230 9.341624 
3.185170 -3.047046 9.459506 
3.219434 -3.052992 9.695069 
3.211938 -2.885951 9.769509 
3.097704 -2.700230 9.341624 
3.219434 -3.052992 9.695069 
3.899152 -1.372819 9.948946 
4.247588 -1.478258 10.373408 
4.017972 -1.140986 9.742956 
3.211938 -2.885951 9.769509 
3.279496 -2.885500 10.035741 
3.193133 -2.612465 9.724300 
3.815892 -3.259427 8.062297 
3.552068 -3.087323 8.032911 
3.497122 -2.764935 7.502811 
4.709272 2.963233 -4.356723 
4.623497 3.033131 -4.239764 
4.761516 3.041555 -4.742804 
4.761516 3.041555 -4.742804 
4.625509 3.196522 -4.759932 
4.802328 3.163896 -5.142419 
4.864358 3.292889 -5.537332 
4.802328 3.163896 -5.142419 
4.674165 3.356088 -5.284044 
2.396282 0.317306 4.671989 
2.383674 0.079252 5.040847 
2.385674 0.573927 4.595070 
5.160003 2.964582 -5.100944 
5.105946 3.078741 -5.326155 
5.284404 3.076225 -5.426718 
4.915880 3.163783 -5.319539 
4.864358 3.292889 -5.537332 
5.041858 3.222495 -5.601814 
5.105946 3.078741 -5.326155 
4.915880 3.163783 -5.319539 
5.041858 3.222495 -5.601814 
5.160003 2.964582 -5.100944 
5.404967 2.959440 -5.186576 
5.321392 2.874915 -4.963643 
5.200668 2.667020 -4.336547 
5.321392 2.874915 -4.963643 
5.441430 2.628985 -4.345200 
5.200668 2.667020 -4.336547 
5.441430 2.628985 -4.345200 
5.217421 2.537369 -3.939951 
5.409513 2.493221 -3.941367 
5.636141 2.489707 -4.023334 
5.627321 2.330817 -3.584670 
4.709272 2.963233 -4.356723 
4.757259 2.824322 -4.028697 
4.623497 3.033131 -4.239764 
5.217421 2.537369 -3.939951 
5.441430 2.628985 -4.345200 
5.409513 2.493221 -3.941367 
4.761516 3.041555 -4.742804 
4.623497 3.033131 -4.239764 
4.625509 3.196522 -4.759932 
4.802328 3.163896 -5.142419 
4.642142 3.248027 -4.937344 
4.674165 3.356088 -5.284044 
4.455010 4.092544 -5.405969 
4.470090 4.198797 -5.219592 
4.453534 4.250185 -5.445128 
4.458259 3.979988 -5.135949 
4.471779 4.102955 -4.991304 
4.470090 4.198797 -5.219592 
4.455010 4.092544 -5.405969 
4.458259 3.979988 -5.135949 
4.470090 4.198797 -5.219592 
6.023718 1.351954 1.005282 
5.909399 1.301849 0.967047 
5.838529 1.308679 0.753131 
6.023718 1.351954 1.005282 
